timer,has_round_started,is_round_over,Player1_ID,Player1_health,Player1_x,Player1_y,Player1_up,Player1_down,Player1_right,Player1_left,Player1_Y,Player1_B,Player1_X,Player1_A,Player1_L,Player1_R,Player1_in_move,Player1_move_id,Player1_jumping,Player1_crouching,Player2_ID,Player2_health,Player2_x,Player2_y,Player2_up,Player2_down,Player2_right,Player2_left,Player2_Y,Player2_B,Player2_X,Player2_A,Player2_L,Player2_R,Player2_in_move,Player2_move_id,Player2_jumping,Player2_crouching
22,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
22,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,227,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,172,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
21,True,False,0,11,175,192,False,False,False,False,False,False,False,False,False,False,False,0,False,False,2,120,230,192,False,False,False,False,False,False,False,False,False,False,True,33555456,False,True
